token,vabamorf,is_pronoun
Missuguse,True,True
Missugused,True,True
Missugusega,True,True
Missuguseid,True,True
Missuguseks,True,True
Missugusel,True,True
Missugusele,True,True
Missuguselt,True,True
Missugusena,True,True
Missuguses,True,True
Missugusesse,True,True
Missugusest,True,True
Missugust,True,True
Missuguste,True,True
Missugusteks,True,True
Missugustel,True,True
Missugustele,True,True
Missugustelt,True,True
Missugustena,True,True
Missugustes,True,True
Missugustesse,True,True
Missugustest,True,True
Mistra-taolisest,True,False
Misuke,True,True
Misukest,True,True
Mit-med,False,True
Mit-mel,False,True
Mitme,True,True
Mitmed,True,True
Mitmed-mitmed,True,True
Mitmedki,True,True
Mitmega,True,True
Mitmegi,True,True
Mitmeid,True,True
Mitmeidki,True,True
Mitmeile,True,True
Mitmeisse,True,True
Mitmeks,True,True
Mitmel,True,True
Mitmel-mitmel,True,True
Mitmele,True,True
Mitmelegi,True,True
Mitmelgi,True,True
Mitmelt,True,True
Mitmenda,True,True
Mitmendad,True,True
Mitmendaga,True,True
Mitmendaid,True,True
Mitmendaks,True,True
Mitmendal,True,True
Mitmendale,True,True
Mitmendana,True,True
Mitmendas,True,True
Mitmendasse,True,True
Mitmendast,True,True
Mitmendat,True,True
Mitmendiku,True,True
Mitmeni,True,True
Mitmes,True,True
Mitmes-mitmes,True,True
Mitmes-setmes,True,True
Mitmeski,True,True
Mitmesse,True,True
Mitmest,True,True
Mitmestki,True,True
Mitmesugune,True,True
Mitmesuguse,True,True
Mitmesugused,True,True
Mitmesuguseid,True,True
Mitmesugusel,True,True
Mitmesugusest,True,True
Mitmesugust,True,True
Mitmesuguste,True,True
Mitmesugusteks,True,True
Mitmesugustel,True,True
Mitmesugustele,True,True
Mitmesugustelt,True,True
Mitmesugustes,True,True
Mitmesugustesse,True,True
Mitmesugustest,True,True
Mitmete,True,True
Mitmeteks,True,True
Mitmetel,True,True
Mitmetele,True,True
Mitmetelegi,True,True
Mitmetelgi,True,True
Mitmetelt,True,True
Mitmetes,True,True
Mitmeteski,True,True
Mitmetesse,True,True
Mitmetest,True,True
Mitu,True,True
Mitu-mitu,True,True
Mitugi,True,True
Mitut,True,True
Mitut-setut,True,True
Mitutki,True,True
Mood-sa,True,False
Mu,True,True
Mu-mul,True,False
Muga,True,True
Muid,True,True
Muide-need,True,False
Muidki,True,True
Muil,True,True
Muis,True,True
Muist,True,True
Mul,True,True
Mul-,True,True
Mul-le,False,True
Mulgi,True,True
Mulgi-,False,True
Mulle,True,True
Mulle-sulle,True,True
Mullegi,True,True
Mult,True,True
Mus,True,True
Mus-,True,True
Musi-ma,True,False
Musse,True,True
Must,True,True
Must-,True,True
Musta-taolise,True,False
Mustamäe-taolises,True,False
Muti-taoline,True,False
Muu,True,True
Muu-,True,True
Muu-del,False,True
Muud,True,True
Muude,True,True
Muudega,True,True
Muudegi,True,True
Muudeks,True,True
Muudel,True,True
Muudele,True,True
Muudelgi,True,True
Muudelt,True,True
Muudes,True,True
Muudeski,True,True
Muudesse,True,True
Muudest,True,True
Muudki,True,True
Muuga,True,True
Muuga-,False,True
Muugi,True,True
Muuks,True,True
Muul,True,True
Muule,True,True
Muuni,True,True
Muus,True,True
Muuski,True,True
Muusse,True,True
Muust,True,True
Muuta,True,True
MÕLEMA,True,True
MÕLEMAD,True,True
MÕLEMAL,True,True
MÕLEMALE,True,True
MÕLEMALT,True,True
MÕLEMAS,True,True
MÕLEMAT,True,True
MÕND,True,True
MÕNDA,True,True
MÕNDAGI,True,True
MÕNE,True,True
MÕNED,True,True
MÕNEDKI,True,True
MÕNEKS,True,True
MÕNEL,True,True
MÕNELE,True,True
MÕNES,True,True
MÕNEST,True,True
MÕNI,True,True
MÕNIGI,True,True
MÕNINGAID,True,True
Mäe-omadele,True,False
Mäetalu-taolistest,True,False
Mäherdune,True,True
Mäherduse,True,True
Mäherdused,True,True
Mäherdusi,True,True
Mämm-mu,True,False
Mängi-me,True,False
Mõ-lema,False,True
Mõ-lemad,False,True
Mõ-lemal,False,True
Mõ-lemas,False,True
Mõ-lemast,False,True
Mõ-lemat,False,True
Mõ-ne,False,True
Mõ-ned,False,True
Mõ-nede,False,True
Mõ-nel,False,True
Mõ-nes,False,True
Mõ-ni,False,True
Mõ-ningatel,False,True
Mõisa-taolise,True,False
Mõistsin-sellisel,True,False
Mõle-ma,False,True
Mõle-mad,False,True
Mõle-mas,False,True
Mõlema,True,True
Mõlemad,True,True
Mõlemaga,True,True
Mõlemaid,True,True
Mõlemail,True,True
Mõlemais,True,True
Mõlemaks,True,True
Mõlemal,True,True
Mõlemale,True,True
Mõlemalt,True,True
Mõlemana,True,True
Mõlemas,True,True
Mõlemasse,True,True
Mõlemast,True,True
Mõlemat,True,True
Mõlemata,True,True
Mõlemate,True,True
Mõlematel,True,True
Mõlematele,True,True
Mõlemates,True,True
Mõn-da,False,True
Mõnd,True,True
Mõnda,True,True
Mõndagi,True,True
Mõndki,True,True
Mõne,True,True
Mõned,True,True
Mõnede,True,True
Mõnedega,True,True
Mõnedeks,True,True
Mõnedel,True,True
Mõnedele,True,True
Mõnedelt,True,True
Mõnedes,True,True
Mõnedesse,True,True
Mõnedest,True,True
Mõnedki,True,True
Mõnega,True,True
Mõnegi,True,True
Mõneks,True,True
Mõnel,True,True
Mõnele,True,True
Mõnelegi,True,True
Mõnelgi,True,True
Mõnelt,True,True
Mõneltki,True,True
Mõnes,True,True
Mõnesid,True,True
Mõneski,True,True
Mõnesse,True,True
Mõnessegi,True,True
Mõnest,True,True
Mõnestki,True,True
Mõnesugune,True,True
Mõnesuguse,True,True
Mõnesugused,True,True
Mõnesuguseid,True,True
Mõnesugusest,True,True
Mõnesugust,True,True
Mõnesugustel,True,True
Mõni,True,True
Mõnigi,True,True
Mõninga,True,True
Mõningad,True,True
Mõningadki,True,True
Mõningaid,True,True
Mõningail,True,True
Mõningais,True,True
Mõningaist,True,True
Mõningaks,True,True
Mõningal,True,True
Mõningale,True,True
Mõningalt,True,True
Mõningane,True,True
Mõningas,True,True
Mõningase,True,True
Mõningased,True,True
Mõningaseks,True,True
Mõningasele,True,True
Mõningasest,True,True
Mõningasi,True,True
Mõningast,True,True
Mõningaste,True,True
Mõningastest,True,True
Mõningat,True,True
Mõningate,True,True
Mõningatega,True,True
Mõningatel,True,True
Mõningatele,True,True
Mõningatelt,True,True
Mõningates,True,True
Mõningatesse,True,True
Mõningatest,True,True
Müü-me,True,False
Müürsepa-taoline,True,False
Müürsepa-taolist,True,False
N-esimese,True,False
N-ta,True,False
NAD,True,True
NEED,True,True
NEID,True,True
NEIL,True,True
NEILE,True,True
NEIS,True,True
NEIST,True,True
NEMAD,True,True
NEMADKI,True,True
NENDE,True,True
NENDEGA,True,True
NENDEL,True,True
NENDELE,True,True
NENDES,True,True
NENDEST,True,True
NIISUGUNE,True,True
NIISUGUSEID,True,True
NIISUGUSEKS,True,True
NIISUGUSEL,True,True
NIISUGUST,True,True
NIISUGUSTEST,True,True
NOOD,True,True
Naasuguste,True,True
Nad,True,True
Naine-muul,True,False
Nalja-meil,True,False
Napsteri-taoliste,True,False
Narva-taolises,True,False
Ne-mad,False,True
Need,True,True
Needki,True,True
Needsamad,True,True
Needsamused,True,True
Needsinased,True,True
Needsinatsed,True,True
Nei-le,False,True
Neid,True,True
Neidki,True,True
Neidsamaseid,True,True
Neidsamu,True,True
Neidsinaseid,True,True
Neidsinatseid,True,True
Neiks,True,True
Neil,True,True
Neile,True,True
Neilegi,True,True
Neilgi,True,True
Neilt,True,True
Neis,True,True
Neiski,True,True
Neisse,True,True
Neissegi,True,True
Neist,True,True
Neistki,True,True
Nemad,True,True
Nemadki,True,True
Nen-de,False,True
Nen-de-le,False,True
Nen-dega,False,True
Nen-deks,False,True
Nen-des,False,True
Nen-dest,False,True
Nende,True,True
Nendega,True,True
Nendegagi,True,True
Nendegi,True,True
Nendeks,True,True
Nendel,True,True
Nendele,True,True
Nendelegi,True,True
Nendelesamadele,True,True
Nendelgi,True,True
Nendelsamadel,True,True
Nendelt,True,True
Nendena,True,True
Nendeni,True,True
Nendes,True,True
Nendes-,True,True
Nendesamade,True,True
Nendeski,True,True
Nendesse,True,True
Nendessegi,True,True
Nendest,True,True
Nendestki,True,True
Nendestsamadest,True,True
Nendesugune,True,True
Nendesugused,True,True
Nendesuguseid,True,True
Nendesuguste,True,True
Nendeta,True,True
Nendetagi,True,True
Nendetaolised,True,True
Nendetaoliste,True,True
Nihuke,True,True
Nihukene,True,True
Nihukese,True,True
Nihukesed,True,True
Nihukesel,True,True
Nihukest,True,True
Nihukeste,True,True
Nii-ilmatuma-palju,True,False
Nii-palju,True,False
Nii-su-gus-te,False,True
Niimitu,True,True
Niipaljuke,True,True
Niipaljukeseks,True,True
Niipaljukest,True,True
Niipaljukestki,True,True
Niisamasugune,True,True
Niisamasuguseks,True,True
Niisu-gune,False,True
Niisu-guseid,False,True
Niisu-gusel,False,True
Niisugune,True,True
Niisuguse,True,True
Niisugused,True,True
Niisugusega,True,True
Niisuguseid,True,True
Niisuguseidki,True,True
Niisuguseks,True,True
Niisugusel,True,True
Niisugusele,True,True
Niisuguselt,True,True
Niisugusena,True,True
Niisuguses,True,True
Niisugusesse,True,True
Niisugusest,True,True
Niisugust,True,True
Niisuguste,True,True
Niisugustega,True,True
Niisugusteks,True,True
Niisugustel,True,True
Niisugustele,True,True
Niisugustelt,True,True
Niisugustena,True,True
Niisugusteni,True,True
Niisugustes,True,True
Niisugustesse,True,True
Niisugustest,True,True
Niisugustki,True,True
Nikolajevi-taolist,True,False
Nisuke,True,True
Nisukene,True,True
Nisukesed,True,True
Nisukest,True,True
Noid,True,True
Noidsamu,True,True
Noil,True,True
Noile,True,True
Noilt,True,True
Nois,True,True
Noisse,True,True
Noist,True,True
Nokia-taolist,True,False
Nokia-taolistele,True,False
Nonde,True,True
Nondega,True,True
Nondel,True,True
Nondele,True,True
Nondelesamadele,True,True
Nondes,True,True
Nondesamade,True,True
Nondesse,True,True
Nondest,True,True
Nood,True,True
Noodki,True,True
Noodsamad,True,True
Noole-taolisest,True,False
Noole-taoliste,True,False
Nooruki-iga,True,False
Nooruse-taoline,True,False
Nordea-taolist,True,False
Norra-taolised,True,False
Norra-taoliseks,True,False
Nuti-taolisi,True,False
Näki-neid,True,False
Nõmme-taolise,True,False
Nõmme-taoliseks,True,False
Nõmmiku-taolist,True,False
Nürnbergi-taoline,True,False
Nüüd-seks,True,False
OM-I,False,True
OMA,True,True
OMAD,True,True
OMADE,True,True
OMAENDA,True,True
OMAENESE,True,True
OMAGA,True,True
OMAKS,True,True
OMAL,True,True
OMALE,True,True
OMAS,True,True
OMASID,True,True
OMAST,True,True
OMATAOLINE,True,True
OMI,True,True
Okasroosikese-taolises,True,False
Ole-me,True,False
Oleski-taolised,True,False
Oleski-taolisele,True,False
Oleski-taolisi,True,False
Oleski-taolistele,True,False
Oleski-taolistelt,True,False
Olli-taolisel,True,False
Olli-taolistele,True,False
Om-i,False,True
Oma,True,True
Oma-,True,True
Omad,True,True
Omade,True,True
Omadega,True,True
Omadel,True,True
Omadele,True,True
Omadelegi,True,True
Omadelt,True,True
Omades,True,True
Omadest,True,True
Omadki,True,True
Omaenda,True,True
Omaenese,True,True
Omaenesegi,True,True
Omaga,True,True
Omagi,True,True
Omaks,True,True
Omal,True,True
Omale,True,True
Omalegi,True,True
Omalgi,True,True
Omalt,True,True
Omana,True,True
Omani,True,True
Omas,True,True
Omasid,True,True
Omaski,True,True
Omasse,True,True
Omast,True,True
Omastki,True,True
Omasugune,True,True
Omasuguse,True,True
Omasugused,True,True
Omasuguseid,True,True
Omasuguste,True,True
Omasugustega,True,True
Omasugustele,True,True
Omataolisi,True,True
Omataoliste,True,True
Omataolistele,True,True
Omi,True,True
Omil,True,True
Omis,True,True
Oota-me,True,False
Oru-taoliste,True,False
Osa-ma,True,False
Otepää-taolisel,True,False
OÜ-te,True,False
PALJU,True,True
PALJU-PALJU,True,True
PALJUD,True,True
PALJUDE,True,True
PALJUDEL,True,True
PALJUDELE,True,True
PALJUDES,True,True
PALJUDEST,True,True
PALJUSID,True,True
PALJUSKI,True,True
PALJUST,True,True
PALJUT,True,True
PII-te,True,False
PIN-ta,True,False
Pai-sust,True,False
Pal-ju,False,True
Pal-ju-de,False,True
Pal-ju-de-le,False,True
Pal-ju-del,False,True
Pal-jud,False,True
Pala-taoline,True,False
Paldiski-taolises,True,False
Paljas-ma,True,False
Palju,True,True
Palju-,True,True
Palju-Palju,False,True
Palju-de,False,True
Palju-palju,True,True
Palju-palju-palju,True,True
Paljud,True,True
Paljud-,True,True
Paljude,True,True
Paljudega,True,True
Paljudegi,True,True
Paljudeks,True,True
Paljudel,True,True
Paljudele,True,True
Paljudelt,True,True
Paljudeni,True,True
Paljudes,True,True
Paljudes-paljudes,True,True
Paljudesse,True,True
Paljudest,True,True
Paljudki,True,True
Paljuga,True,True
Paljugagi,True,True
Paljugi,True,True
Paljuke,True,True
Paljukese,True,True
Paljukest,True,True
Paljuks,True,True
Paljul,True,True
Paljule,True,True
Paljus,True,True
Paljusid,True,True
Paljusid-paljusid,True,True
Paljuski,True,True
Paljust,True,True
Paljustki,True,True
Paljut,True,True
Paljutki,True,True
Palumäe-taolised,True,False
Parmalati-taoline,True,False
Peeter-kellel,True,False
Pekka-taolised,True,False
Pensioni-iga,True,False
Pere-taolised,True,False
Pese-ennast-sa,True,False
Peterburgi-taolist,True,False
Phare-taolised,True,False
Philipsi-taolised,True,False
Pii-ma,True,False
Pirita-taoline,True,False
Pluto-taoline,True,False
Poe-oma,True,False
Pontšiku-taolises,True,False
Poomi-taolist,True,False
Postimehe-taolise,True,False
Praegu-sel,True,False
Praegu-sest,True,False
Pruuli-taolistele,True,False
Puhja-taoliste,True,False
Puna-must,True,False
Punni-taolisi,True,False
Päikese-taolise,True,False
Päris-oma,True,False
Pärnu-taolised,True,False
Pärnu-taolises,True,False
Pärnu-taolist,True,False
Pärnu-taoliste,True,False
Pääsküla-taolise,True,False
Põhja-Korea-taoline,True,False
Põhju-seks,True,False
Põld-ma,True,False
Püssi-taolise,True,False
Püüa-me,True,False
REV-2-te,True,False
Rahnu-taolise,True,False
Rapla-taolist,True,False
Rauli-taolist,True,False
Rehemaa-taoline,True,False
Reiljani-taoline,True,False
Riia-taoliste,True,False
Ristikivi-taolisi,True,False
Roberti-taolised,True,False
Romani-taolised,True,False
Roosa-must,True,False
Rootsi-taolise,True,False
Ruhnu-taolisel,True,False
Ruthi-taolised,True,False
Ruthi-taolisega,True,False
Ruthi-taolisele,True,False
Rwanda-taoliste,True,False
Räägi-me,True,False
S-90-te,True,False
S-s-see,True,False
S-sa,True,False
S-see,True,False
S-selline,True,False
S-ta,True,False
SA,True,True
SAMA,True,True
SAMAD,True,True
SAMADE,True,True
SAMAKS,True,True
SAMAL,True,True
SAMALE,True,True
SAMALT,True,True
SAMAS,True,True
SAMAST,True,True
SAMASUGUNE,True,True
SAMASUGUSED,True,True
SAMASUGUST,True,True
SASi-taoliste,True,False
SEDA,True,True
SEE,True,True
SEEGI,True,True
SEESAMA,True,True
SEESUGUSED,True,True
SEKS,True,True
SEL,True,True
SELLE,True,True
SELLEGA,True,True
SELLEKS,True,True
SELLEL,True,True
SELLELE,True,True
SELLELT,True,True
SELLENI,True,True
SELLES,True,True
SELLESSE,True,True
SELLEST,True,True
SELLINE,True,True
SELLISE,True,True
SELLISED,True,True
SELLISEID,True,True
SELLISEKS,True,True
SELLISEL,True,True
SELLISELT,True,True
SELLISENA,True,True
SELLISES,True,True
SELLISESSE,True,True
SELLISEST,True,True
SELLIST,True,True
SELLISTE,True,True
SELLISTES,True,True
SELT,True,True
SES,True,True
SEST,True,True
SETU,True,True
SIHUKE,True,True
SINA,True,True
SINA-,True,True
SINAGI,True,True
SIND,True,True
SINU,True,True
SINUGA,True,True
SINUL,True,True
SINULE,True,True
SINULT,True,True
SINUS,True,True
SINUSSE,True,True
SINUST,True,True
SINUSTKI,True,True
SINUSUGUNE,True,True
SINUSUGUSTE,True,True
SMS-ta,True,False
SOGi-taoline,True,False
SU,True,True
SU-,True,True
SUL,True,True
SULGI,True,True
SULLE,True,True
SULLEGI,True,True
SUS,True,True
SUSSE,True,True
SUST,True,True
Sa,True,True
Sa-,True,True
Sa-ma,True,True
Sa-ma-su-gu-ne,False,True
Sa-mad,False,True
Sa-mal,False,True
Sa-mas,False,True
Sagi,True,True
Sahhalini-taolistesse,True,False
Sakkara-taolise,True,False
Saksamaa-taoline,True,False
Saksamaa-taolist,True,False
Salme-taolisse,True,False
Sama,True,True
Sama-,True,True
Samad,True,True
Samade,True,True
Samadega,True,True
Samadel,True,True
Samadele,True,True
Samadelt,True,True
Samades,True,True
Samadesse,True,True
Samadest,True,True
Samaga,True,True
Samaks,True,True
Samal,True,True
Samale,True,True
Samalt,True,True
Samana,True,True
Samani,True,True
Samas,True,True
Samas-,True,True
Samasid,True,True
Samasse,True,True
Samast,True,True
Samasugune,True,True
Samasuguse,True,True
Samasugused,True,True
Samasugusega,True,True
Samasuguseid,True,True
Samasuguseks,True,True
Samasugusel,True,True
Samasugusele,True,True
Samasuguselt,True,True
Samasugusena,True,True
Samasuguses,True,True
Samasugusesse,True,True
Samasugusest,True,True
Samasugust,True,True
Samasuguste,True,True
Samasugustega,True,True
Samasugustel,True,True
Samasugustele,True,True
Samasugustelt,True,True
Samasugustes,True,True
Samasugustesse,True,True
Samasugustest,True,True
Samata,True,True
Samataolisi,True,True
Samu,True,True
Samune,True,True
Samunegi,True,True
Samuse,True,True
Samuses,True,True
Se-da,False,True
Seda,True,True
Seda-,True,True
Sedagi,True,True
Sedasama,True,True
Sedasamust,True,True
Sedasinast,True,True
See,True,True
See-,True,True
See-selleks,True,False
Seegi,True,True
Seesama,True,True
Seesamagi,True,True
Seesamane,True,True
Seesamune,True,True
Seesamunegi,True,True
Seesinane,True,True
Seesu-gune,False,True
Seesugune,True,True
Seesuguse,True,True
Seesugused,True,True
Seesugusega,True,True
Seesuguseid,True,True
Seesuguseiks,True,True
Seesuguseks,True,True
Seesugusel,True,True
Seesugusele,True,True
Seesugusena,True,True
Seesuguses,True,True
Seesugusesse,True,True
Seesugusest,True,True
Seesugust,True,True
Seesuguste,True,True
Seesugusteks,True,True
Seesugustel,True,True
Seesugustes,True,True
Seesugustest,True,True
Seks,True,True
Sekski,True,True
Sel,True,True
Sel-,True,True
Sel-le,False,True
Sel-le-ga,False,True
Sel-le-le,False,True
Sel-lega,False,True
Sel-leks,False,True
Sel-lel,False,True
Sel-les,False,True
Sel-li-ne,False,True
Sel-li-se,False,True
Sel-li-sed,False,True
Sel-li-ses,False,True
Sel-line,False,True
Sel-lis-tel,False,True
Sel-lised,False,True
Sel-listes,False,True
Selgi,True,True
Selle,True,True
Selle-ga,False,True
Selle-ja-selle,True,True
Sellega,True,True
Sellegagi,True,True
Sellegi,True,True
Selleks,True,True
Sellekski,True,True
Sellekssamaks,True,True
Sellel,True,True
Sellele,True,True
Sellelegi,True,True
Sellelesamale,True,True
Sellelgi,True,True
Sellelsamal,True,True
Sellelt,True,True
Selleltki,True,True
Selleltsamalt,True,True
Sellena,True,True
Selleni,True,True
Sellenigi,True,True
Selles,True,True
Sellesama,True,True
Sellesamaga,True,True
Sellesamana,True,True
Sellesamase,True,True
Sellesamuse,True,True
Sellesamusegi,True,True
Sellesinase,True,True
Selleski,True,True
Sellessamas,True,True
Sellesse,True,True
Sellessegi,True,True
Sellessesamasse,True,True
Sellest,True,True
Sellestki,True,True
Sellestsamast,True,True
Sellestsamusest,True,True
Selleta,True,True
Selletagi,True,True
Selletaoline,True,True
Selletaolise,True,True
Selletaolised,True,True
Selletaoliseid,True,True
Selletaolisel,True,True
Selletaolisi,True,True
Selletaolist,True,True
Selletaoliste,True,True
Selletaolistel,True,True
Selletaolistest,True,True
Selli-se,False,True
Selli-seid,False,True
Selline,True,True
Sellinegi,True,True
Sellise,True,True
Sellised,True,True
Sellisedki,True,True
Sellisega,True,True
Sellisegi,True,True
Selliseid,True,True
Selliseidki,True,True
Selliseks,True,True
Sellisekski,True,True
Sellisel,True,True
Sellisele,True,True
Selliselgi,True,True
Selliselt,True,True
Sellisena,True,True
Sellises,True,True
Sellisesse,True,True
Sellisest,True,True
Sellist,True,True
Selliste,True,True
Sellistega,True,True
Sellisteks,True,True
Sellistel,True,True
Sellistele,True,True
Sellistelt,True,True
Sellistena,True,True
Sellistes,True,True
Sellistesse,True,True
Sellistest,True,True
Sellistki,True,True
Selsamal,True,True
Selsamalgi,True,True
Selsinasel,True,True
Selsinatsel,True,True
Selt,True,True
Seo-ses,True,False
Ses,True,True
Sessamas,True,True
Sesse,True,True
Sessesamusesse,True,True
Sessesinasesse,True,True
Sessinases,True,True
Sessinatses,True,True
Sest,True,True
Sestki,True,True
Sestsamast,True,True
Sestsamusest,True,True
Setu,True,True
Setu-,True,True
Setut,True,True
Si-nu,False,True
Sihuke,True,True
Sihukene,True,True
Sihukese,True,True
Sihukesed,True,True
Sihukesega,True,True
Sihukeseks,True,True
Sihukesel,True,True
Sihukesele,True,True
Sihukeses,True,True
Sihukesest,True,True
Sihukesi,True,True
Sihukest,True,True
Sihukeste,True,True
Sihukestel,True,True
Sihukestele,True,True
Sihukestest,True,True
Sillamäe-taolise,True,False
Silmeti-taolised,True,False
Silmeti-taolisel,True,False
Sin-a,False,True
Sina,True,True
Sinagi,True,True
Sind,True,True
Sindki,True,True
Singapuri-taoliseks,True,False
Sinu,True,True
Sinuga,True,True
Sinugagi,True,True
Sinugi,True,True
Sinuks,True,True
Sinul,True,True
Sinule,True,True
Sinulegi,True,True
Sinulgi,True,True
Sinult,True,True
Sinultki,True,True
Sinuni,True,True
Sinus,True,True
Sinuski,True,True
Sinusse,True,True
Sinust,True,True
Sinustki,True,True
Sinusugune,True,True
Sinusuguse,True,True
Sinusugused,True,True
Sinusuguseid,True,True
Sinusugusel,True,True
Sinusugusele,True,True
Sinusugusest,True,True
Sinusugust,True,True
Sinusuguste,True,True
Sinusugustega,True,True
Sinusugustele,True,True
Sinusugustest,True,True
Sinuta,True,True
Sinutaolised,True,True
Sinutaolisi,True,True
Sinutaoliste,True,True
Sirbi-taolise,True,False
Sirbi-taolisi,True,False
Sirendi-taolise,True,False
Sloveenia-taolise,True,False
Solidaarsuse-taolisi,True,False
Soo-me,True,False
Soome-taoline,True,False
Soome-taolise,True,False
Soome-taolisele,True,False
Soome-taolises,True,False
Soome-taolisest,True,False
Soome-taolisi,True,False
Soomes-seda,True,False
Southamptoni-taolisel,True,False
Stalini-taolisi,True,False
Stefani-see,True,False
Su,True,True
Su-,True,True
Sul,True,True
Sulgi,True,True
Sulle,True,True
Sulle-mulle,True,True
Sullegi,True,True
Sult,True,True
Summeri-taoline,True,False
Sus,True,True
Suski,True,True
Susse,True,True
Sust,True,True
Suure-ma,True,False
Suveniir-mingid,True,False
Suvesümfoonia-taolisega,True,False
SÄHERDUNE,True,True
Säherdune,True,True
Säherduse,True,True
Säherdused,True,True
Säherdusel,True,True
Säherdusele,True,True
Säherduses,True,True
Säherdusest,True,True
Säherdusi,True,True
Säherdusse,True,True
Säherdust,True,True
Säherduste,True,True
Säherdustest,True,True
Sää-rane,False,True
Sää-raseid,False,True
Sää-rast,False,True
Säärane,True,True
Sääranegi,True,True
Säärase,True,True
Säärased,True,True
Säärasega,True,True
Säärasegi,True,True
Sääraseid,True,True
Sääraseidki,True,True
Sääraseis,True,True
Sääraseks,True,True
Säärasel,True,True
Säärasele,True,True
Sääraselt,True,True
Säärasena,True,True
Säärases,True,True
Säärasesse,True,True
Säärasest,True,True
Säärast,True,True
Sääraste,True,True
Säärastega,True,True
Säärastel,True,True
Säärastele,True,True
Säärastelt,True,True
Säärastes,True,True
Säärastest,True,True
Säästumarketi-taolised,True,False
Sõnu-mis,True,False
Sõnumilehe-taolistele,True,False
Sünd-mus,True,False
Süüdeni-taolisi,True,False
Süüria-taolisi,True,False
T-A,False,True
TA,True,True
TA-,True,True
TAL,True,True
TALLE,True,True
TAOLINE,True,True
TAOLISI,True,True
TAS,True,True
TAST,True,True
TE,True,True
TEDA,True,True
TEGI,True,True
TEID,True,True
TEIE,True,True
TEIE-,True,True
TEIEGA,True,True
TEIL,True,True
TEILE,True,True
TEILEGI,True,True
TEILT,True,True
TEINE,True,True
TEINEGI,True,True
TEINETEISEGA,True,True
TEINETEISEST,True,True
TEINETEIST,True,True
TEIS,True,True
TEISE,True,True
TEISED,True,True
TEISEDKI,True,True
TEISEGA,True,True
TEISEKS,True,True
TEISEL,True,True
TEISELE,True,True
TEISELT,True,True
TEISES,True,True
TEISEST,True,True
TEISI,True,True
TEISIGI,True,True
TEIST,True,True
TEISTE,True,True
TEISTEGA,True,True
TEISTEL,True,True
TEISTELE,True,True
TEISTELEGI,True,True
TEISTES,True,True
TEISTESKI,True,True
TEISTESSE,True,True
TEISTEST,True,True
TEISTSUGUNE,True,True
TEISTSUGUSE,True,True
TEISTSUGUST,True,True
TEMA,True,True
TEMAGA,True,True
TEMAL,True,True
TEMALE,True,True
TEMALGI,True,True
TEMALT,True,True
TEMAST,True,True
TEMASUGUSTELE,True,True
TEMATA,True,True
TODA,True,True
TOIMUV-KES,True,False
TOL,True,True
TOLLE,True,True
TOO,True,True
TOOSAMA,True,True
TOS,True,True
Ta,True,True
Ta-,True,True
Tag-i,False,True
Tagi,True,True
Tal,True,True
Tal-,True,True
Talgi,True,True
Talle,True,True
Talleggi-taolise,True,False
Tallegi,True,True
Tallinna-ma,True,False
Tallinna-taolise,True,False
Tallinna-taoliste,True,False
Talt,True,True
Tamme-taolistel,True,False
Tammsaare-taolised,True,False
Taoline,True,True
Taolise,True,True
Taolised,True,True
Taolisega,True,True
Taoliseid,True,True
Taoliseks,True,True
Taolisel,True,True
Taolisele,True,True
Taoliselt,True,True
Taolises,True,True
Taolisest,True,True
Taolisi,True,True
Taolisse,True,True
Taolist,True,True
Taoliste,True,True
Taolisteks,True,True
Taolistel,True,True
Taolistele,True,True
Taolistelt,True,True
Taolistes,True,True
Taolistesse,True,True
Taolistest,True,True
Targu-tas,True,False
Tartu-ma,True,False
Tartu-taolise,True,False
Tartu-taolises,True,False
Tas,True,True
Tas-,True,True
Tasse,True,True
Tast,True,True
Te,True,True
Te-ma,True,True
Te-ma-gi,False,True
Tea-teid,True,True
Tead-ma-nägin-oma,True,True
Teadagi-kes,True,False
Teda,True,True
Tedagi,True,True
Tee-ma,True,False
Teeme-kõike-ise,True,False
Tegelikku-ses,True,False
Tegi,True,True
Tei-ne,False,True
Tei-se,False,True
Tei-seks,False,True
Tei-selt,False,True
Tei-ses,False,True
Teid,True,True
Teidki,True,True
Teie,True,True
Teiega,True,True
Teiegi,True,True
Teieks,True,True
Teieni,True,True
Teiesugune,True,True
Teiesuguse,True,True
Teiesugused,True,True
Teiesugusega,True,True
Teiesuguseid,True,True
Teiesugusel,True,True
Teiesugust,True,True
Teiesuguste,True,True
Teiesugustega,True,True
Teiesugustel,True,True
Teieta,True,True
Teietaoliste,True,True
Teietaolistelt,True,True
Teil,True,True
Teile,True,True
Teilegi,True,True
Teilgi,True,True
Teilt,True,True
Teiltki,True,True
Teine,True,True
Teinegi,True,True
Teineteise,True,True
Teineteisega,True,True
Teineteisel,True,True
Teineteisele,True,True
Teineteisesse,True,True
Teineteisest,True,True
Teineteist,True,True
Teis,True,True
Teis-te,False,True
Teis-tel,False,True
Teis-tes,False,True
Teis-test,False,True
Teise,True,True
Teise-,True,True
Teised,True,True
Teisedki,True,True
Teisega,True,True
Teisegi,True,True
Teiseks,True,True
Teiseks-,True,True
Teisel,True,True
Teisele,True,True
Teiselgi,True,True
Teiselt,True,True
Teiseltki,True,True
Teisena,True,True
