Sinust,"    ""sina"" Lst P pers ps2 sg el cap","    ""sina"" Lst P ps2 sg el cap"
Sinustki,"    ""sina"" Lstki P pers ps2 sg el cap","    ""sina"" Lstki P ps2 sg el cap"
Sinuta,"    ""sina"" Lta P pers ps2 sg abes cap","    ""sina"" Lta P ps2 sg abes cap"
Sir-kel,"    ""Sir-kes"" Ll P inter rel sg ad cap","    ""Sir-kes"" Ll P invalid sg ad cap"
Sirbi-taolise,"    ""sirbi-taoline"" L0 P dem sg gen cap","    ""sirbi-taoline"" L0 P invalid sg gen cap"
Sirbi-taolisi,"    ""sirbi-taoline"" Li P dem pl part cap","    ""sirbi-taoline"" Li P invalid pl part cap"
Sirendi-taolise,"    ""Sirendi-taoline"" L0 P dem sg gen cap","    ""Sirendi-taoline"" L0 P invalid sg gen cap"
Sisuli-selt,"    ""Sisuli-see"" Llt P dem sg abl cap","    ""Sisuli-see"" Llt P invalid sg abl cap"
Skanska-taolise,"    ""Skanska-taoline"" L0 P dem sg gen cap","    ""Skanska-taoline"" L0 P invalid sg gen cap"
Slipknot.selline,"    ""Slipknot._selline"" L0 P dem sg nom cap","    ""Slipknot._selline"" L0 P invalid sg nom cap"
Sloveenia-taolise,"    ""Sloveenia-taoline"" L0 P dem sg gen cap","    ""Sloveenia-taoline"" L0 P invalid sg gen cap"
Solidaarsuse-taolisi,"    ""solidaarsuse-taoline"" Li P dem pl part cap","    ""solidaarsuse-taoline"" Li P invalid pl part cap"
Sonni-taolise,"    ""Sonni-taoline"" L0 P dem sg gen cap","    ""Sonni-taoline"" L0 P invalid sg gen cap"
Soo-me,"    ""soo-mina"" L0 P pers ps1 pl gen cap","    ""soo-mina"" L0 P invalid pl gen cap"
Soome-taoline,"    ""Soome-taoline"" L0 P dem sg nom cap","    ""Soome-taoline"" L0 P invalid sg nom cap"
Soome-taolise,"    ""Soome-taoline"" L0 P dem sg gen cap","    ""Soome-taoline"" L0 P invalid sg gen cap"
Soome-taolisele,"    ""Soome-taoline"" Lle P dem sg all cap","    ""Soome-taoline"" Lle P invalid sg all cap"
Soome-taolises,"    ""Soome-taoline"" Ls P dem sg in cap","    ""Soome-taoline"" Ls P invalid sg in cap"
Soome-taolisest,"    ""Soome-taoline"" Lst P dem sg el cap","    ""Soome-taoline"" Lst P invalid sg el cap"
Soome-taolisi,"    ""Soome-taoline"" Li P dem pl part cap","    ""Soome-taoline"" Li P invalid pl part cap"
Soomes-seda,"    ""Soome+s-see"" Lda P dem sg part cap","    ""Soome+s-see"" Lda P invalid sg part cap"
Southamptoni-taolisel,"    ""Southamptoni-taoline"" Ll P dem sg ad cap","    ""Southamptoni-taoline"" Ll P invalid sg ad cap"
Sposato-taoline,"    ""Sposato-taoline"" L0 P dem sg nom cap","    ""Sposato-taoline"" L0 P invalid sg nom cap"
Sposato-taolistele,"    ""Sposato-taoline"" Ltele P dem pl all cap","    ""Sposato-taoline"" Ltele P invalid pl all cap"
Ss-see,"    ""Ss-see"" L0 P dem sg nom cap","    ""Ss-see"" L0 P invalid sg nom cap"
St.kõik,"    ""St._kõik"" L0 P det pl nom cap","    ""St._kõik"" L0 P invalid pl nom cap"
Stalini-taolisi,"    ""Stalini-taoline"" Li P dem pl part cap","    ""Stalini-taoline"" Li P invalid pl part cap"
Steaua-taolisele,"    ""Steaua-taoline"" Lle P dem sg all cap","    ""Steaua-taoline"" Lle P invalid sg all cap"
Stefaneli-taoliste,"    ""Stefaneli-taoline"" Lte P dem pl gen cap","    ""Stefaneli-taoline"" Lte P invalid pl gen cap"
Stefani-see,"    ""Stefani-see"" L0 P dem sg nom cap","    ""Stefani-see"" L0 P invalid sg nom cap"
Steineri-taolist,"    ""Steineri-taoline"" Lt P dem sg part cap","    ""Steineri-taoline"" Lt P invalid sg part cap"
Stockhol-mis,"    ""Stockhol-mis"" L0 P inter rel pl nom cap","    ""Stockhol-mis"" L0 P invalid pl nom cap"
Strau-me,"    ""Strau-mina"" L0 P pers ps1 pl gen cap","    ""Strau-mina"" L0 P invalid pl gen cap"
Su,"    ""sina"" L0 P pers ps2 sg gen cap","    ""sina"" L0 P ps2 sg gen cap"
Su-,"    ""sina"" L0 P pers ps2 sg gen cap","    ""sina"" L0 P ps2 sg gen cap"
Suitca-ses,"    ""Suitca-see"" Ls P dem sg in cap","    ""Suitca-see"" Ls P invalid sg in cap"
Sul,"    ""sina"" Ll P pers ps2 sg ad cap","    ""sina"" Ll P ps2 sg ad cap"
Sulgi,"    ""sina"" Llgi P pers ps2 sg ad cap","    ""sina"" Llgi P ps2 sg ad cap"
Sulle,"    ""sina"" Llle P pers ps2 sg all cap","    ""sina"" Llle P ps2 sg all cap"
Sulle-mulle,"    ""su+lle-mina"" Llle P pers ps1 sg all cap","    ""su+lle-mina"" Llle P invalid sg all cap"
Sullegi,"    ""sina"" Lllegi P pers ps2 sg all cap","    ""sina"" Lllegi P ps2 sg all cap"
Sult,"    ""sina"" Llt P pers ps2 sg abl cap","    ""sina"" Llt P ps2 sg abl cap"
Summeri-taoline,"    ""summeri-taoline"" L0 P dem sg nom cap","    ""summeri-taoline"" L0 P invalid sg nom cap"
Sundqvisti-taolised,"    ""Sundqvisti-taoline"" Ld P dem pl nom cap","    ""Sundqvisti-taoline"" Ld P invalid pl nom cap"
Supre-me,"    ""Supre-mina"" L0 P pers ps1 pl gen cap","    ""Supre-mina"" L0 P invalid pl gen cap"
Sur-ma,"    ""Sur-mina"" L0 P pers ps1 sg nom cap","    ""Sur-mina"" L0 P invalid sg nom cap"
Sus,"    ""sina"" Ls P pers ps2 sg in cap","    ""sina"" Ls P ps2 sg in cap"
Suski,"    ""sina"" Lski P pers ps2 sg in cap","    ""sina"" Lski P ps2 sg in cap"
Susse,"    ""sina"" Lsse P pers ps2 sg ill cap","    ""sina"" Lsse P ps2 sg ill cap"
Sust,"    ""sina"" Lst P pers ps2 sg el cap","    ""sina"" Lst P ps2 sg el cap"
Suure-ma,"    ""suure-mina"" L0 P pers ps1 sg nom cap","    ""suure-mina"" L0 P invalid sg nom cap"
Suveniir-mingid,"    ""suveniir-mingi"" Ld P indef pl nom cap","    ""suveniir-mingi"" Ld P invalid pl nom cap"
Suvesümfoonia-taolisega,"    ""suve_sümfoonia-taoline"" Lga P dem sg kom cap","    ""suve_sümfoonia-taoline"" Lga P invalid sg kom cap"
Szymborska-taolise,"    ""Szymborska-taoline"" L0 P dem sg gen cap","    ""Szymborska-taoline"" L0 P invalid sg gen cap"
Sämmi-taolised,"    ""Sämmi-taoline"" Ld P dem pl nom cap","    ""Sämmi-taoline"" Ld P invalid pl nom cap"
Säästumarketi-taolised,"    ""säästu_marketi-taoline"" Ld P dem pl nom cap","    ""säästu_marketi-taoline"" Ld P invalid pl nom cap"
Sõnu-mis,"    ""sõnu-mis"" L0 P inter rel pl nom cap","    ""sõnu-mis"" L0 P invalid pl nom cap"
Sõnumilehe-taolistele,"    ""sõnumi_lehe-taoline"" Ltele P dem pl all cap","    ""sõnumi_lehe-taoline"" Ltele P invalid pl all cap"
Sõr-mus,"    ""Sõr-mina"" Ls P pers ps1 sg in cap","    ""Sõr-mina"" Ls P invalid sg in cap"
Sügi-sel,"    ""Sügi-see"" Ll P dem sg ad cap","    ""Sügi-see"" Ll P invalid sg ad cap"
Sünd-mus,"    ""sünd-mina"" Ls P pers ps1 sg in cap","    ""sünd-mina"" Ls P invalid sg in cap"
Süüdeni-taolisi,"    ""süü+deni-taoline"" Li P dem pl part cap","    ""süü+deni-taoline"" Li P invalid pl part cap"
Süüdimõist-mi-sel,"    ""Süüdimõist-mi-see"" Ll P dem sg ad cap","    ""Süüdimõist-mi-see"" Ll P invalid sg ad cap"
Süüria-taolisi,"    ""Süüria-taoline"" Li P dem pl part cap","    ""Süüria-taoline"" Li P invalid pl part cap"
TA,"    ""tema"" L0 P pers ps3 sg gen cap","    ""tema"" L0 P ps3 sg gen cap"
TA-,"    ""tema"" L0 P pers ps3 sg gen cap","    ""tema"" L0 P ps3 sg gen cap"
TAL,"    ""tema"" Ll P pers ps3 sg ad cap","    ""tema"" Ll P ps3 sg ad cap"
TALLE,"    ""tema"" Llle P pers ps3 sg all cap","    ""tema"" Llle P ps3 sg all cap"
TAS,"    ""tema"" Ls P pers ps3 sg in cap","    ""tema"" Ls P ps3 sg in cap"
TAST,"    ""tema"" Lst P pers ps3 sg el cap","    ""tema"" Lst P ps3 sg el cap"
TE,"    ""sina"" L0 P pers ps2 pl gen cap","    ""sina"" L0 P ps2 pl gen cap"
TEDA,"    ""tema"" Lda P pers ps3 sg part cap","    ""tema"" Lda P ps3 sg part cap"
TEGI,"    ""sina"" L0gi P pers ps2 pl gen cap","    ""sina"" L0gi P ps2 pl gen cap"
TEID,"    ""sina"" Ld P pers ps2 pl part cap","    ""sina"" Ld P ps2 pl part cap"
TEIE,"    ""sina"" L0 P pers ps2 pl gen cap","    ""sina"" L0 P ps2 pl gen cap"
TEIE-,"    ""sina"" L0 P pers ps2 pl gen cap","    ""sina"" L0 P ps2 pl gen cap"
TEIEGA,"    ""sina"" Lga P pers ps2 pl kom cap","    ""sina"" Lga P ps2 pl kom cap"
TEIL,"    ""sina"" Ll P pers ps2 pl ad cap","    ""sina"" Ll P ps2 pl ad cap"
TEILE,"    ""sina"" Lle P pers ps2 pl all cap","    ""sina"" Lle P ps2 pl all cap"
TEILEGI,"    ""sina"" Llegi P pers ps2 pl all cap","    ""sina"" Llegi P ps2 pl all cap"
TEILT,"    ""sina"" Llt P pers ps2 pl abl cap","    ""sina"" Llt P ps2 pl abl cap"
TEINETEISEGA,"    ""teine_teise"" Lga P pos det refl sg kom cap","    ""teine_teise"" Lga P rec sg kom cap"
TEINETEISEST,"    ""teine_teise"" Lst P pos det refl sg el cap","    ""teine_teise"" Lst P rec sg el cap"
TEINETEIST,"    ""teine_teise"" Lt P pos det refl sg part cap","    ""teine_teise"" Lt P rec sg part cap"
TEIS,"    ""sina"" Ls P pers ps2 pl in cap","    ""sina"" Ls P ps2 pl in cap"
TEIST,"    ""sina"" Lst P pers ps2 pl el cap","    ""sina"" Lst P ps2 pl el cap"
TEMA,"    ""tema"" L0 P pers ps3 sg gen cap","    ""tema"" L0 P ps3 sg gen cap"
TEMAGA,"    ""tema"" Lga P pers ps3 sg kom cap","    ""tema"" Lga P ps3 sg kom cap"
TEMAL,"    ""tema"" Ll P pers ps3 sg ad cap","    ""tema"" Ll P ps3 sg ad cap"
TEMALE,"    ""tema"" Lle P pers ps3 sg all cap","    ""tema"" Lle P ps3 sg all cap"
TEMALGI,"    ""tema"" Llgi P pers ps3 sg ad cap","    ""tema"" Llgi P ps3 sg ad cap"
TEMALT,"    ""tema"" Llt P pers ps3 sg abl cap","    ""tema"" Llt P ps3 sg abl cap"
TEMAST,"    ""tema"" Lst P pers ps3 sg el cap","    ""tema"" Lst P ps3 sg el cap"
TEMATA,"    ""tema"" Lta P pers ps3 sg abes cap","    ""tema"" Lta P ps3 sg abes cap"
TIT-TAT-TA,"    ""TIT-TAT-tema"" L0 P pers ps3 sg gen cap","    ""TIT-TAT-tema"" L0 P invalid sg gen cap"
TK3101-te,"    ""TK3101-sina"" L0 P pers ps2 pl gen cap","    ""TK3101-sina"" L0 P invalid pl gen cap"
TNT2-te,"    ""TNT2-sina"" L0 P pers ps2 pl gen cap","    ""TNT2-sina"" L0 P invalid pl gen cap"
TOIMUV-KES,"    ""toimuv-kes"" L0 P inter rel pl nom cap","    ""toimuv-kes"" L0 P invalid pl nom cap"
TV1-te,"    ""TV1-sina"" L0 P pers ps2 pl gen cap","    ""TV1-sina"" L0 P invalid pl gen cap"
Ta,"    ""tema"" L0 P pers ps3 sg gen cap","    ""tema"" L0 P ps3 sg gen cap"
Ta-,"    ""tema"" L0 P pers ps3 sg gen cap","    ""tema"" L0 P ps3 sg gen cap"
Ta-va-li-selt,"    ""Ta-va-li-see"" Llt P dem sg abl cap","    ""Ta-va-li-see"" Llt P invalid sg abl cap"
Tagi,"    ""tema"" L0gi P pers ps3 sg gen cap","    ""tema"" L0gi P ps3 sg gen cap"
TakeMis,"    ""Take_mis"" L0 P inter rel pl nom cap","    ""Take_mis"" L0 P invalid pl nom cap"
Taksondu-ses,"    ""Taksondu-see"" Ls P dem sg in cap","    ""Taksondu-see"" Ls P invalid sg in cap"
Tal,"    ""tema"" Ll P pers ps3 sg ad cap","    ""tema"" Ll P ps3 sg ad cap"
Tal-,"    ""tema"" Ll P pers ps3 sg ad cap","    ""tema"" Ll P ps3 sg ad cap"
Talgi,"    ""tema"" Llgi P pers ps3 sg ad cap","    ""tema"" Llgi P ps3 sg ad cap"
Talle,"    ""tema"" Llle P pers ps3 sg all cap","    ""tema"" Llle P ps3 sg all cap"
Talleggi-taolise,"    ""Talleggi-taoline"" L0 P dem sg gen cap","    ""Talleggi-taoline"" L0 P invalid sg gen cap"
Tallegi,"    ""tema"" Lllegi P pers ps3 sg all cap","    ""tema"" Lllegi P ps3 sg all cap"
Tallinna-ma,"    ""Tallinna-mina"" L0 P pers ps1 sg nom cap","    ""Tallinna-mina"" L0 P invalid sg nom cap"
Tallinna-taolise,"    ""Tallinna-taoline"" L0 P dem sg gen cap","    ""Tallinna-taoline"" L0 P invalid sg gen cap"
Tallinna-taoliste,"    ""Tallinna-taoline"" Lte P dem pl gen cap","    ""Tallinna-taoline"" Lte P invalid pl gen cap"
Tallo-taoliste,"    ""Tallo-taoline"" Lte P dem pl gen cap","    ""Tallo-taoline"" Lte P invalid pl gen cap"
Talt,"    ""tema"" Llt P pers ps3 sg abl cap","    ""tema"" Llt P ps3 sg abl cap"
Tam-me,"    ""Tam-mina"" L0 P pers ps1 pl gen cap","    ""Tam-mina"" L0 P invalid pl gen cap"
Tamme-taolistel,"    ""tamme-taoline"" Ltel P dem pl ad cap","    ""tamme-taoline"" Ltel P invalid pl ad cap"
Tammsaare-taolised,"    ""Tamm_saare-taoline"" Ld P dem pl nom cap","    ""Tamm_saare-taoline"" Ld P invalid pl nom cap"
Tanja-taolisi,"    ""Tanja-taoline"" Li P dem pl part cap","    ""Tanja-taoline"" Li P invalid pl part cap"
Tarbekunstimuuseu-mis,"    ""Tarbekunstimuuseu-mis"" L0 P inter rel pl nom cap","    ""Tarbekunstimuuseu-mis"" L0 P invalid pl nom cap"
Targu-tas,"    ""targu-tema"" Ls P pers ps3 sg in cap","    ""targu-tema"" Ls P invalid sg in cap"
Tartu-ma,"    ""Tartu-mina"" L0 P pers ps1 sg nom cap","    ""Tartu-mina"" L0 P invalid sg nom cap"
Tartu-taolise,"    ""Tartu-taoline"" L0 P dem sg gen cap","    ""Tartu-taoline"" L0 P invalid sg gen cap"
Tartu-taolises,"    ""Tartu-taoline"" Ls P dem sg in cap","    ""Tartu-taoline"" Ls P invalid sg in cap"
Tas,"    ""tema"" Ls P pers ps3 sg in cap","    ""tema"" Ls P ps3 sg in cap"
Tas-,"    ""tema"" Ls P pers ps3 sg in cap","    ""tema"" Ls P ps3 sg in cap"
Tasse,"    ""tema"" Lsse P pers ps3 sg ill cap","    ""tema"" Lsse P ps3 sg ill cap"
Tast,"    ""tema"" Lst P pers ps3 sg el cap","    ""tema"" Lst P ps3 sg el cap"
Tavali-selt,"    ""Tavali-see"" Llt P dem sg abl cap","    ""Tavali-see"" Llt P invalid sg abl cap"
Te,"    ""sina"" L0 P pers ps2 pl gen cap","    ""sina"" L0 P ps2 pl gen cap"
Te-ge-lik-ku-ses,"    ""Te-ge-lik-ku-see"" Ls P dem sg in cap","    ""Te-ge-lik-ku-see"" Ls P invalid sg in cap"
Te-ma,"    ""te-mina"" L0 P pers ps1 sg nom cap","    ""te-mina"" L0 P invalid sg nom cap"
Tea-teid,"    ""tea-sina"" Ld P pers ps2 pl part cap","    ""tea-sina"" Ld P invalid pl part cap"
Tead-ma-nägin-oma,"    ""tead-ma-näg+in-oma"" L0 P pos det refl sg gen cap","    ""tead-ma-näg+in-oma"" L0 P invalid sg gen cap"
Teadagi-kes,"    ""teadagi-kes"" L0 P inter rel pl nom cap","    ""teadagi-kes"" L0 P invalid pl nom cap"
Teadsi-me,"    ""Teadsi-mina"" L0 P pers ps1 pl gen cap","    ""Teadsi-mina"" L0 P invalid pl gen cap"
Teda,"    ""tema"" Lda P pers ps3 sg part cap","    ""tema"" Lda P ps3 sg part cap"
Tedagi,"    ""tema"" Ldagi P pers ps3 sg part cap","    ""tema"" Ldagi P ps3 sg part cap"
Tee-ma,"    ""tee-mina"" L0 P pers ps1 sg nom cap","    ""tee-mina"" L0 P invalid sg nom cap"
Teeme-kõike-ise,"    ""tee+me-kõike-ise"" L0 P pos det refl pl nom cap","    ""tee+me-kõike-ise"" L0 P invalid pl nom cap"
Teenindu-ses,"    ""Teenindu-see"" Ls P dem sg in cap","    ""Teenindu-see"" Ls P invalid sg in cap"
Tegelikku-ses,"    ""tegelikku-see"" Ls P dem sg in cap","    ""tegelikku-see"" Ls P invalid sg in cap"
Tegi,"    ""sina"" L0gi P pers ps2 pl gen cap","    ""sina"" L0gi P ps2 pl gen cap"
Tei-seks,"    ""Tei-see"" Lks P dem sg tr cap","    ""Tei-see"" Lks P invalid sg tr cap"
Tei-selt,"    ""Tei-see"" Llt P dem sg abl cap","    ""Tei-see"" Llt P invalid sg abl cap"
Tei-ses,"    ""Tei-see"" Ls P dem sg in cap","    ""Tei-see"" Ls P invalid sg in cap"
Teid,"    ""sina"" Ld P pers ps2 pl part cap","    ""sina"" Ld P ps2 pl part cap"
Teidki,"    ""sina"" Ldki P pers ps2 pl part cap","    ""sina"" Ldki P ps2 pl part cap"
Teie,"    ""sina"" L0 P pers ps2 pl gen cap","    ""sina"" L0 P ps2 pl gen cap"
Teiega,"    ""sina"" Lga P pers ps2 pl kom cap","    ""sina"" Lga P ps2 pl kom cap"
Teiegi,"    ""sina"" L0gi P pers ps2 pl gen cap","    ""sina"" L0gi P ps2 pl gen cap"
Teieks,"    ""sina"" Lks P pers ps2 pl tr cap","    ""sina"" Lks P ps2 pl tr cap"
Teieni,"    ""sina"" Lni P pers ps2 pl term cap","    ""sina"" Lni P ps2 pl term cap"
Teieta,"    ""sina"" Lta P pers ps2 pl abes cap","    ""sina"" Lta P ps2 pl abes cap"
Teil,"    ""sina"" Ll P pers ps2 pl ad cap","    ""sina"" Ll P ps2 pl ad cap"
Teile,"    ""sina"" Lle P pers ps2 pl all cap","    ""sina"" Lle P ps2 pl all cap"
Teilegi,"    ""sina"" Llegi P pers ps2 pl all cap","    ""sina"" Llegi P ps2 pl all cap"
Teilgi,"    ""sina"" Llgi P pers ps2 pl ad cap","    ""sina"" Llgi P ps2 pl ad cap"
Teilt,"    ""sina"" Llt P pers ps2 pl abl cap","    ""sina"" Llt P ps2 pl abl cap"
Teiltki,"    ""sina"" Lltki P pers ps2 pl abl cap","    ""sina"" Lltki P ps2 pl abl cap"
Teineteise,"    ""teine_teise"" L0 P pos det refl sg adit cap","    ""teine_teise"" L0 P rec sg adit cap"
Teineteisega,"    ""teine_teise"" Lga P pos det refl sg kom cap","    ""teine_teise"" Lga P rec sg kom cap"
Teineteisel,"    ""teine_teise"" Ll P pos det refl sg ad cap","    ""teine_teise"" Ll P rec sg ad cap"
Teineteisele,"    ""teine_teise"" Lle P pos det refl sg all cap","    ""teine_teise"" Lle P rec sg all cap"
Teineteisesse,"    ""teine_teise"" Lsse P pos det refl sg ill cap","    ""teine_teise"" Lsse P rec sg ill cap"
Teineteisest,"    ""teine_teise"" Lst P pos det refl sg el cap","    ""teine_teise"" Lst P rec sg el cap"
Teineteist,"    ""teine_teise"" Lt P pos det refl sg part cap","    ""teine_teise"" Lt P rec sg part cap"
Teis,"    ""sina"" Ls P pers ps2 pl in cap","    ""sina"" Ls P ps2 pl in cap"
Teisisõnu-mida,"    ""teisi_sõnu-mis"" Lda P inter rel pl part cap","    ""teisi_sõnu-mis"" Lda P invalid pl part cap"
Teisse,"    ""sina"" Lsse P pers ps2 pl ill cap","    ""sina"" Lsse P ps2 pl ill cap"
Teist,"    ""sina"" Lst P pers ps2 pl el cap","    ""sina"" Lst P ps2 pl el cap"
Teist-,"    ""sina"" Lst P pers ps2 pl el cap","    ""sina"" Lst P ps2 pl el cap"
Teistki,"    ""sina"" Lstki P pers ps2 pl el cap","    ""sina"" Lstki P ps2 pl el cap"
Tema,"    ""tema"" L0 P pers ps3 sg gen cap","    ""tema"" L0 P ps3 sg gen cap"
Tema-,"    ""tema"" L0 P pers ps3 sg gen cap","    ""tema"" L0 P ps3 sg gen cap"
Tema-taolised,"    ""tema-taoline"" Ld P dem pl nom cap","    ""tema-taoline"" Ld P invalid pl nom cap"
Tema-taolisi,"    ""tema-taoline"" Li P dem pl part cap","    ""tema-taoline"" Li P invalid pl part cap"
Temaga,"    ""tema"" Lga P pers ps3 sg kom cap","    ""tema"" Lga P ps3 sg kom cap"
Temagagi,"    ""tema"" Lgagi P pers ps3 sg kom cap","    ""tema"" Lgagi P ps3 sg kom cap"
Temagi,"    ""tema"" L0gi P pers ps3 sg gen cap","    ""tema"" L0gi P ps3 sg gen cap"
Temake,"    ""temake"" L0 P pers ps3 sg nom cap","    ""temake"" L0 P ps3 sg nom cap"
Temakese,"    ""temake"" L0 P pers ps3 sg gen cap","    ""temake"" L0 P ps3 sg gen cap"
Temakesega,"    ""temake"" Lga P pers ps3 sg kom cap","    ""temake"" Lga P ps3 sg kom cap"
Temakesel,"    ""temake"" Ll P pers ps3 sg ad cap","    ""temake"" Ll P ps3 sg ad cap"
Temakesele,"    ""temake"" Lle P pers ps3 sg all cap","    ""temake"" Lle P ps3 sg all cap"
Temakest,"    ""temake"" Lt P pers ps3 sg part cap","    ""temake"" Lt P ps3 sg part cap"
Temaks,"    ""tema"" Lks P pers ps3 sg tr cap","    ""tema"" Lks P ps3 sg tr cap"
Temal,"    ""tema"" Ll P pers ps3 sg ad cap","    ""tema"" Ll P ps3 sg ad cap"
Temale,"    ""tema"" Lle P pers ps3 sg all cap","    ""tema"" Lle P ps3 sg all cap"
Temalegi,"    ""tema"" Llegi P pers ps3 sg all cap","    ""tema"" Llegi P ps3 sg all cap"
Temalgi,"    ""tema"" Llgi P pers ps3 sg ad cap","    ""tema"" Llgi P ps3 sg ad cap"
Temalt,"    ""tema"" Llt P pers ps3 sg abl cap","    ""tema"" Llt P ps3 sg abl cap"
Temaltki,"    ""tema"" Lltki P pers ps3 sg abl cap","    ""tema"" Lltki P ps3 sg abl cap"
Temana,"    ""tema"" Lna P pers ps3 sg es cap","    ""tema"" Lna P ps3 sg es cap"
Temani,"    ""tema"" Lni P pers ps3 sg term cap","    ""tema"" Lni P ps3 sg term cap"
Temas,"    ""tema"" Ls P pers ps3 sg in cap","    ""tema"" Ls P ps3 sg in cap"
Temaski,"    ""tema"" Lski P pers ps3 sg in cap","    ""tema"" Lski P ps3 sg in cap"
Temasse,"    ""tema"" Lsse P pers ps3 sg ill cap","    ""tema"" Lsse P ps3 sg ill cap"
Temast,"    ""tema"" Lst P pers ps3 sg el cap","    ""tema"" Lst P ps3 sg el cap"
Temastki,"    ""tema"" Lstki P pers ps3 sg el cap","    ""tema"" Lstki P ps3 sg el cap"
Temata,"    ""tema"" Lta P pers ps3 sg abes cap","    ""tema"" Lta P ps3 sg abes cap"
Tere-sa,"    ""tere-sina"" L0 P pers ps2 sg nom cap","    ""tere-sina"" L0 P invalid sg nom cap"
TereMeid,"    ""Tere_mina"" Ld P pers ps1 pl part cap","    ""Tere_mina"" Ld P invalid pl part cap"
Terminaatori-taolise,"    ""terminaatori-taoline"" L0 P dem sg gen cap","    ""terminaatori-taoline"" L0 P invalid sg gen cap"
Tervi-seks,"    ""Tervi-see"" Lks P dem sg tr cap","    ""Tervi-see"" Lks P invalid sg tr cap"
TerviSeks,"    ""Tervi_see"" Lks P dem sg tr cap","    ""Tervi_see"" Lks P invalid sg tr cap"
Texa-ses,"    ""Texa-see"" Ls P dem sg in cap","    ""Texa-see"" Ls P invalid sg in cap"
Texase-taolises,"    ""Texase-taoline"" Ls P dem sg in cap","    ""Texase-taoline"" Ls P invalid sg in cap"
Thespi-ses,"    ""Thespi-see"" Ls P dem sg in cap","    ""Thespi-see"" Ls P invalid sg in cap"
Tiigrituuri-taoline,"    ""tiigri_tuuri-taoline"" L0 P dem sg nom cap","    ""tiigri_tuuri-taoline"" L0 P invalid sg nom cap"
Tiigrituuri-taolised,"    ""tiigri_tuuri-taoline"" Ld P dem pl nom cap","    ""tiigri_tuuri-taoline"" Ld P invalid pl nom cap"
Tin-gi-mus,"    ""Tin-gi-mina"" Ls P pers ps1 sg in cap","    ""Tin-gi-mina"" Ls P invalid sg in cap"
Tivoli-taolise,"    ""tivoli-taoline"" L0 P dem sg gen cap","    ""tivoli-taoline"" L0 P invalid sg gen cap"
Tol-la-ses,"    ""Tol-la-see"" Ls P dem sg in cap","    ""Tol-la-see"" Ls P invalid sg in cap"
Tont-teab-mis,"    ""tont-tea+b-mis"" L0 P inter rel pl nom cap","    ""tont-tea+b-mis"" L0 P invalid pl nom cap"
Toonekure-taolise,"    ""toone_kure-taoline"" L0 P dem sg gen cap","    ""toone_kure-taoline"" L0 P invalid sg gen cap"
Tooraboora-taolisi,"    ""Tooraboora-taoline"" Li P dem pl part cap","    ""Tooraboora-taoline"" Li P invalid pl part cap"
Tootsi-taolised,"    ""Tootsi-taoline"" Ld P dem pl nom cap","    ""Tootsi-taoline"" Ld P invalid pl nom cap"
Tor-mis,"    ""Tor-mis"" L0 P inter rel pl nom cap","    ""Tor-mis"" L0 P invalid pl nom cap"
Toyotale-nad,"    ""Toyota+le-tema"" Ld P pers ps3 pl nom cap","    ""Toyota+le-tema"" Ld P invalid pl nom cap"
Tra-dit-sio-naal-selt,"    ""Tra-dit-sio-naal-see"" Llt P dem sg abl cap","    ""Tra-dit-sio-naal-see"" Llt P invalid sg abl cap"
Tra-sa,"    ""Tra-sina"" L0 P pers ps2 sg nom cap","    ""Tra-sina"" L0 P invalid sg nom cap"
TransiKõik,"    ""Transi_kõik"" L0 P det pl nom cap","    ""Transi_kõik"" L0 P invalid pl nom cap"
Treeni-me,"    ""treeni-mina"" L0 P pers ps1 pl gen cap","    ""treeni-mina"" L0 P invalid pl gen cap"
Truudu-setu,"    ""Truudu-setu"" L0 P indef sg nom cap","    ""Truudu-setu"" L0 P invalid sg nom cap"
Tshernokozovo-taolisi,"    ""Tshernokozovo-taoline"" Li P dem pl part cap","    ""Tshernokozovo-taoline"" Li P invalid pl part cap"
Ttt-teise,"    ""Ttt-teine"" L0 P dem sg adit cap","    ""Ttt-teine"" L0 P invalid sg adit cap"
Tu-le-mu-seks,"    ""Tu-le-mu-see"" Lks P dem sg tr cap","    ""Tu-le-mu-see"" Lks P invalid sg tr cap"
Tu-lu-mak-su,"    ""Tu-lu-mak-sina"" L0 P pers ps2 sg gen cap","    ""Tu-lu-mak-sina"" L0 P invalid sg gen cap"
Tuhkagi-kõige,"    ""tuhkagi-kõik"" L0 P det sg gen cap","    ""tuhkagi-kõik"" L0 P invalid sg gen cap"
Tuhkna-taoliste,"    ""Tuhkna-taoline"" Lte P dem pl gen cap","    ""Tuhkna-taoline"" Lte P invalid pl gen cap"
Tule-mus,"    ""tule-mina"" Ls P pers ps1 sg in cap","    ""tule-mina"" Ls P invalid sg in cap"
Tulistamishet-kel,"    ""Tulistamishet-kes"" Ll P inter rel sg ad cap","    ""Tulistamishet-kes"" Ll P invalid sg ad cap"
TumeSininePeaaeguMust,"    ""TumeSininePeaaegu_mina"" Lst P pers ps1 sg el cap","    ""TumeSininePeaaegu_mina"" Lst P invalid sg el cap"
Tunguusi-taolist,"    ""tunguusi-taoline"" Lt P dem sg part cap","    ""tunguusi-taoline"" Lt P invalid sg part cap"
